customerID,gender,InternetService,Contract,tenure,MonthlyCharges,TotalCharges
5386-THSLQ,Female,DSL,One year,66,45.55,3027.25
7181-BQYBV,Female,Fiber optic,Month-to-month,1,102.45,102.45
4646-QZXTF,Female,DSL,Month-to-month,7,81.25,580.1
7314-OXENN,Male,Fiber optic,Month-to-month,2,82.0,184.65
0841-NULXI,Male,DSL,Month-to-month,1,35.55,35.55
9903-LYSAB,Male,Fiber optic,Month-to-month,18,73.15,1305.95
7156-MHUGY,Male,Fiber optic,Month-to-month,13,90.5,1201.15
4433-JCGCG,Male,Fiber optic,Month-to-month,46,101.0,4680.05
7399-QHBJS,Female,DSL,Two year,72,66.75,4760.3
8006-PYCSW,Female,No,Month-to-month,2,20.1,39.8
1319-YLZJG,Male,Fiber optic,Month-to-month,12,84.6,959.9
4468-YDOVK,Male,DSL,Month-to-month,5,48.65,235.2
0512-FLFDW,Female,Fiber optic,One year,60,100.5,6029.0
5039-LZRQT,Female,No,One year,13,20.2,273.25
3500-NSDOA,Male,DSL,Two year,68,70.8,4859.95
0774-IFUVM,Male,DSL,Month-to-month,11,65.15,723.35
8100-PNJMH,Male,DSL,Two year,68,88.85,6132.7
5204-QZXPU,Male,DSL,Month-to-month,19,39.65,733.35
3745-HRPHI,Male,DSL,Two year,66,54.65,3632.0
6818-WOBHJ,Female,Fiber optic,Month-to-month,68,89.6,6127.6
9610-WCESF,Male,DSL,Two year,67,43.9,3097.2
3724-UCSHY,Male,No,Month-to-month,6,19.55,122.9
9306-CPCBC,Female,Fiber optic,Month-to-month,3,74.25,210.3
0722-TROQR,Female,Fiber optic,Month-to-month,4,74.9,321.75
9093-FPDLG,Female,Fiber optic,Month-to-month,11,94.2,999.9
2688-BHGOG,Male,Fiber optic,Month-to-month,9,79.55,718.55
4690-PKDQG,Female,Fiber optic,Month-to-month,42,95.55,3930.6
8242-JSVBO,Male,DSL,Month-to-month,7,44.65,322.5
0547-HURJB,Male,No,Month-to-month,12,21.05,235.8
8200-KLNYW,Female,DSL,One year,21,80.9,1714.95
5150-LJNSR,Male,Fiber optic,One year,31,98.05,3082.1
9514-JDSKI,Male,DSL,Month-to-month,1,40.2,40.2
1769-GRUIK,Female,Fiber optic,Month-to-month,18,71.1,1247.75
1735-XMJVH,Male,No,Month-to-month,8,19.35,152.6
4919-IKATY,Male,Fiber optic,Month-to-month,5,84.5,453.75
8481-YYXWG,Female,Fiber optic,Month-to-month,5,89.35,461.7
1976-CFOCS,Female,DSL,Month-to-month,1,46.0,46.0
0959-WHOKV,Male,Fiber optic,One year,42,99.0,4298.45
9259-PACGQ,Female,DSL,Month-to-month,34,62.65,2274.9
4194-FJARJ,Female,DSL,Two year,54,60.0,3273.95
2984-TBYKU,Male,Fiber optic,Two year,72,104.9,7732.65
8659-HDIYE,Female,DSL,Month-to-month,64,74.65,4869.35
3913-FCUUW,Female,DSL,Two year,72,70.45,5165.7
3755-JBMNH,Male,Fiber optic,Month-to-month,16,71.8,1167.8
5481-NTDOH,Female,Fiber optic,One year,67,107.05,7142.5
5897-ZYEKH,Female,Fiber optic,One year,67,105.6,7112.15
3325-FUYCG,Male,Fiber optic,One year,28,106.1,2847.4
1930-QPBVZ,Male,Fiber optic,Two year,68,95.1,6683.4
0603-OLQDC,Male,DSL,Month-to-month,12,69.85,837.5
6502-MJQAE,Male,Fiber optic,Month-to-month,1,69.6,69.6
0378-NHQXU,Female,Fiber optic,Month-to-month,17,88.25,1460.65
4016-BJKTZ,Female,Fiber optic,Two year,25,108.9,2809.05
4086-ATNFV,Female,DSL,One year,34,60.8,2042.05
5214-NLTIT,Male,Fiber optic,Two year,72,90.8,6511.8
6447-GORXK,Male,DSL,Month-to-month,31,25.0,789.2
8143-ETQTI,Female,No,Two year,23,19.65,451.55
0064-YIJGF,Male,Fiber optic,Month-to-month,27,75.75,1929.0
0795-LAFGP,Male,DSL,Two year,71,90.4,6668.05
8216-AZUUZ,Female,Fiber optic,Two year,42,100.4,4303.65
9099-FTUHS,Female,DSL,Month-to-month,23,54.4,1249.25
8318-LCNBW,Male,DSL,One year,35,53.15,1930.9
3522-CDKHF,Female,Fiber optic,Month-to-month,32,75.5,2324.7
9987-LUTYD,Female,DSL,One year,13,55.15,742.9
2831-EBWRN,Male,DSL,Month-to-month,4,45.9,199.75
9618-LFJRU,Female,No,Month-to-month,4,20.45,82.85
0347-UBKUZ,Female,No,Month-to-month,15,19.9,320.45
1951-IEYXM,Male,DSL,Two year,72,90.6,6441.85
5429-LWCMV,Female,Fiber optic,Month-to-month,12,89.15,1057.55
4049-ZPALD,Female,Fiber optic,Two year,64,99.0,6375.8
9766-HGEDE,Female,No,One year,17,19.35,307.0
2866-IKBTM,Female,No,Month-to-month,1,19.55,19.55
6743-HHQPF,Male,DSL,Month-to-month,42,25.1,1097.15
7354-OIJLX,Male,Fiber optic,Month-to-month,9,75.85,724.65
6689-KXGBO,Female,DSL,Month-to-month,1,50.55,50.55
8012-SOUDQ,Female,Fiber optic,Month-to-month,43,90.25,3838.75
6857-VWJDT,Female,Fiber optic,Month-to-month,1,95.65,95.65
0829-XXPLX,Female,Fiber optic,Month-to-month,20,89.4,1871.15
8559-WNQZS,Male,No,Two year,1,20.45,20.45
7284-ZZLOH,Male,DSL,Two year,45,53.3,2296.25
3207-OYBWH,Male,Fiber optic,Month-to-month,57,95.25,5427.05
8267-KFGYD,Male,No,Month-to-month,1,21.05,21.05
1353-LJWEM,Male,DSL,Month-to-month,11,60.9,688.5
1383-EZRWL,Female,No,Month-to-month,7,20.05,164.85
9129-UXERG,Female,Fiber optic,Month-to-month,18,103.6,1806.35
6734-FQAJX,Male,Fiber optic,Two year,67,105.05,7171.7
6734-GMPVK,Male,Fiber optic,Month-to-month,5,105.3,550.6
2892-GESUL,Female,No,Two year,18,19.35,309.25
1704-NRWYE,Female,Fiber optic,Month-to-month,9,80.85,751.65
0727-BNRLG,Male,Fiber optic,Two year,69,97.65,6743.55
1580-BMCMR,Male,Fiber optic,Month-to-month,19,87.3,1637.3
2115-BFTIW,Male,Fiber optic,Month-to-month,25,70.95,1767.35
1552-TKMXS,Female,No,Month-to-month,42,20.35,869.9
1971-DTCZB,Female,DSL,Two year,72,90.95,6468.6
4430-UZIPO,Male,DSL,Month-to-month,3,36.85,108.7
6518-KZXCB,Male,No,Two year,22,25.25,566.5
2080-GKCWQ,Male,Fiber optic,Month-to-month,2,74.95,151.75
8690-UPCZI,Male,DSL,One year,29,69.05,1958.45
2599-CZABP,Male,DSL,One year,14,44.6,641.25
3721-CNEYS,Female,Fiber optic,Month-to-month,2,70.95,137.95
3312-UUMZW,Male,Fiber optic,Month-to-month,32,98.85,3145.9
8972-HJWNV,Female,Fiber optic,Month-to-month,7,84.55,646.85
7503-MIOGA,Female,DSL,Two year,72,89.85,6697.35
5956-YHHRX,Male,Fiber optic,Month-to-month,21,104.35,2271.85
2239-JALAW,Male,Fiber optic,One year,58,103.25,6017.65
1258-YMZNM,Female,Fiber optic,One year,27,110.5,2857.6
2685-SREOM,Female,Fiber optic,Month-to-month,25,89.1,2368.4
3400-ESFUW,Male,DSL,Two year,55,57.55,3046.4
6120-RJKLU,Female,DSL,Two year,62,79.95,4819.75
1346-PJWTK,Male,Fiber optic,Month-to-month,61,94.15,5731.85
1539-LNKHM,Female,No,Month-to-month,12,20.4,266.6
8637-XJIVR,Female,Fiber optic,Month-to-month,12,78.95,927.35
0422-OHQHQ,Female,No,One year,15,20.55,295.95
2308-STERM,Female,No,Month-to-month,2,19.4,61.05
1309-BXVOQ,Male,Fiber optic,Month-to-month,21,106.1,2249.95
4723-BEGSG,Male,DSL,Two year,72,86.65,6094.25
9089-UOWJG,Female,DSL,Month-to-month,12,58.35,740.55
5651-WYIPH,Female,DSL,Month-to-month,18,49.85,865.75
9898-KZQDZ,Female,Fiber optic,Month-to-month,40,94.55,3640.45
8053-WWDRO,Female,No,Month-to-month,6,19.5,146.3
0282-NVSJS,Female,DSL,Month-to-month,12,29.3,355.9
4983-CLMLV,Female,Fiber optic,Month-to-month,52,102.7,5138.1
0670-KDOMA,Female,No,Month-to-month,1,20.25,20.25
4468-KAZHE,Female,DSL,Month-to-month,20,60.0,1259.35
6087-MVHJH,Female,Fiber optic,Month-to-month,16,88.45,1422.1
9110-HSGTV,Female,DSL,Two year,69,82.45,5555.3
0644-OQMDK,Male,Fiber optic,Month-to-month,4,70.65,293.85
6240-EURKS,Female,DSL,Month-to-month,18,35.0,553.0
0621-TSSMU,Male,No,One year,56,19.95,1126.75
7672-VFMXZ,Male,DSL,Month-to-month,57,55.7,3171.6
1122-YJBCS,Male,DSL,One year,69,53.65,3804.4
4815-GBTCD,Female,DSL,Month-to-month,4,25.15,99.95
0142-GVYSN,Male,No,Month-to-month,26,20.3,511.25
3230-JCNZS,Female,Fiber optic,Two year,71,99.0,7061.65
5498-TXHLF,Female,Fiber optic,Month-to-month,34,87.45,2874.15
0463-ZSDNT,Male,DSL,Month-to-month,10,56.75,503.25
3146-MSEGF,Female,DSL,Two year,72,88.05,6425.65
3768-VHXQO,Male,No,Two year,67,24.85,1583.5
2321-OMBXY,Female,DSL,One year,38,80.3,3058.65
0082-OQIQY,Male,Fiber optic,Month-to-month,29,94.2,2607.6
1389-WNUIB,Female,DSL,One year,20,76.0,1588.75
6372-RFVNS,Female,Fiber optic,Month-to-month,1,78.8,78.8
4826-XTSOH,Male,Fiber optic,Month-to-month,1,86.05,86.05
8201-AAXCB,Male,DSL,Month-to-month,25,60.35,1404.65
7746-AWNQW,Female,DSL,Month-to-month,28,35.75,961.4
0027-KWYKW,Female,Fiber optic,Month-to-month,23,83.75,1849.95
8709-KRDVL,Female,Fiber optic,Month-to-month,33,100.0,3320.6
7691-XVTZH,Female,Fiber optic,Two year,68,89.95,5974.3
4257-GAESD,Female,DSL,Month-to-month,6,45.0,298.7
3178-FESZO,Female,Fiber optic,Month-to-month,1,100.25,100.25
2880-FPNAE,Male,Fiber optic,Month-to-month,2,74.2,140.1
5876-HZVZM,Female,DSL,Month-to-month,6,55.9,365.35
5480-HPRRX,Female,DSL,Month-to-month,3,25.3,77.75
0520-FDVVT,Male,Fiber optic,One year,35,102.35,3626.1
2845-AFFTX,Male,Fiber optic,Month-to-month,41,99.8,4259.3
1024-VRZHF,Male,Fiber optic,Month-to-month,11,74.95,825.7
3323-CPBWR,Male,Fiber optic,Month-to-month,23,96.9,2085.45
7781-HVGMK,Female,DSL,Two year,72,65.2,4784.45
4751-ERMAN,Male,DSL,Two year,72,75.4,5480.25
5998-VVEJY,Male,Fiber optic,Month-to-month,26,80.5,2088.8
8760-ZRHKE,Female,DSL,One year,71,69.2,4982.5
6870-ECSHE,Female,No,One year,2,20.45,34.8
7878-RTCZG,Female,No,Month-to-month,1,19.9,19.9
2607-FBDFF,Male,DSL,Month-to-month,1,49.0,49.0
4801-KFYKL,Male,No,Month-to-month,8,19.45,159.2
5175-AOBHI,Female,DSL,Month-to-month,4,46.0,193.6
5186-EJEGL,Male,DSL,Month-to-month,9,69.5,653.25
6627-CFOSN,Female,Fiber optic,Month-to-month,59,99.45,5623.7
4633-MKHYU,Female,Fiber optic,Month-to-month,9,88.4,788.6
8749-JMNKX,Male,Fiber optic,Month-to-month,51,93.8,4750.95
7740-KKCXF,Male,DSL,Month-to-month,51,30.05,1529.45
3714-JTVOV,Female,Fiber optic,Month-to-month,42,74.15,3229.4
1488-PBLJN,Female,Fiber optic,Two year,72,116.85,8477.7
2252-NKNSI,Male,DSL,Two year,52,85.15,4461.85
4431-EDMIQ,Female,DSL,Month-to-month,7,75.7,554.05
2506-CLAKW,Female,Fiber optic,Month-to-month,6,98.15,567.45
6723-CEGQI,Female,DSL,Two year,65,45.25,2933.95
1195-OIYEJ,Male,Fiber optic,Month-to-month,13,91.1,1135.7
2402-TAIRZ,Female,Fiber optic,One year,37,80.05,3019.1
9090-SGQXL,Male,Fiber optic,Month-to-month,68,105.3,7299.65
7622-NXQZR,Male,DSL,Month-to-month,28,30.1,810.85
9522-BNTHX,Female,DSL,Month-to-month,34,56.25,1765.95
5647-URDKA,Male,No,Two year,8,19.7,130.25
1452-XRSJV,Female,DSL,Month-to-month,39,51.05,2066.0
5736-YEJAX,Male,DSL,Two year,69,79.45,5502.55
6252-DFGTK,Female,DSL,One year,37,68.1,2479.25
4366-CTOUZ,Female,Fiber optic,Two year,50,100.2,5038.45
7526-BEZQB,Male,Fiber optic,Month-to-month,12,96.05,1148.1
6689-TCZHQ,Female,Fiber optic,Month-to-month,5,78.95,378.4
0794-YVSGE,Male,No,Two year,72,20.3,1401.15
7130-YXBRO,Male,Fiber optic,Month-to-month,48,111.45,5315.1
8083-YTZES,Male,Fiber optic,Month-to-month,4,74.35,265.35
8996-ZROXE,Male,DSL,One year,57,53.5,3035.8
3838-OZURD,Male,Fiber optic,Month-to-month,66,105.0,7133.25
0537-QYZZN,Male,Fiber optic,Month-to-month,24,79.85,1857.75
3027-YNWZU,Female,No,Two year,64,25.0,1584.8
4678-DVQEO,Female,DSL,Month-to-month,1,52.2,52.2
2988-QRAJY,Male,Fiber optic,Two year,69,110.05,7430.75
4896-CPRPF,Male,No,Two year,35,25.45,809.25
8450-JOVAH,Male,DSL,Month-to-month,2,56.7,113.55
8685-WHQPW,Female,Fiber optic,Month-to-month,22,74.4,1692.6
9086-YJYXS,Male,DSL,One year,34,77.2,2753.8
3063-QFSZL,Female,DSL,Month-to-month,1,55.4,55.4
7242-EDTYC,Male,No,Two year,44,19.55,819.95
2082-CEFLT,Male,DSL,Month-to-month,1,45.6,45.6
9360-OMDZZ,Male,Fiber optic,Month-to-month,24,94.1,2322.85
7074-IEVOJ,Female,Fiber optic,Month-to-month,3,79.4,205.05
5293-WXJAK,Female,Fiber optic,Month-to-month,11,104.05,1133.65
8383-SGHJU,Female,DSL,One year,33,59.4,1952.8
2947-DOMLJ,Male,DSL,Month-to-month,1,50.6,50.6
6016-NXBNJ,Male,No,One year,35,19.15,638.0
9385-NXKDA,Female,DSL,Two year,72,82.65,5919.35
2925-MXLSX,Female,DSL,One year,30,68.95,2038.7
8748-HFWBO,Male,No,One year,19,19.9,357.7
9830-ECLEN,Male,DSL,One year,58,50.0,2919.85
5207-PLSTK,Male,DSL,Month-to-month,1,48.75,48.75
4628-WQCQQ,Male,Fiber optic,One year,35,85.15,3030.6
9142-XMYJH,Female,No,Month-to-month,29,19.35,601.6
2770-NSVDG,Male,DSL,Month-to-month,24,29.1,688.0
8752-GHJFU,Male,Fiber optic,One year,71,92.0,6585.2
4342-HENTK,Female,Fiber optic,Month-to-month,2,70.65,142.35
0921-OHLVP,Male,Fiber optic,Month-to-month,22,83.05,1799.3
4390-KYULV,Male,No,Month-to-month,3,20.55,51.15
2933-FILNV,Female,DSL,Month-to-month,2,24.4,36.55
1304-SEGFY,Female,Fiber optic,Two year,72,97.85,6841.3
7527-QNRUS,Male,No,Two year,17,25.15,412.6
6559-ILWKJ,Male,DSL,Two year,71,49.35,3515.25
0186-CAERR,Male,Fiber optic,One year,71,116.3,8309.55
4397-FRLTA,Female,No,Month-to-month,4,20.15,84.5
3199-NPKCN,Female,Fiber optic,One year,67,111.25,7511.65
0222-CNVPT,Male,DSL,Month-to-month,52,48.8,2555.05
9483-GCPWE,Male,No,One year,9,20.1,190.25
5077-DXTCG,Female,DSL,Month-to-month,1,45.3,45.3
7730-IUTDZ,Male,Fiber optic,Month-to-month,43,75.2,3198.6
4146-SVFUD,Male,DSL,Month-to-month,1,44.6,44.6
6559-RAKOZ,Male,Fiber optic,One year,49,97.95,4917.9
9530-EHPOH,Male,DSL,Month-to-month,11,53.75,608.0
8847-GEOOQ,Male,DSL,Month-to-month,60,60.2,3582.4
8461-EFQYM,Female,No,One year,38,24.25,914.4
6440-DKQGE,Male,DSL,One year,30,64.5,1929.95
5296-PSYVW,Female,No,Two year,72,24.55,1750.7
4317-VTEOA,Male,DSL,Month-to-month,1,50.75,50.75
4323-SADQS,Male,DSL,Month-to-month,7,34.5,279.25
0682-USIXD,Female,Fiber optic,Month-to-month,21,86.05,1818.9
1092-WPIVQ,Female,No,Two year,18,25.1,428.45
5054-IEXZT,Male,Fiber optic,Month-to-month,1,75.35,75.35
3486-KHMLI,Male,No,Month-to-month,21,24.7,467.15
3359-DSRKA,Female,No,Two year,58,19.85,1158.85
1591-MQJTP,Male,Fiber optic,One year,51,93.65,4839.15
4190-MFLUW,Female,DSL,Month-to-month,10,55.2,528.35
5141-ZUVBH,Female,Fiber optic,Month-to-month,9,93.0,870.25
7696-AMHOD,Female,DSL,One year,49,78.0,3824.2
9065-ZCPQX,Male,DSL,Two year,72,78.85,5763.15
3938-YFPXD,Male,DSL,Two year,72,84.3,5997.1
1839-FBNFR,Female,No,Two year,39,19.85,854.8
3439-GVUSX,Male,DSL,Month-to-month,1,24.4,24.4
0354-VXMJC,Male,No,Two year,23,19.6,426.65
8108-UXRQN,Female,DSL,Month-to-month,11,50.55,565.35
6828-HMKWP,Male,No,Two year,12,21.05,262.05
6365-HITVU,Female,DSL,Two year,71,87.25,6328.7
8138-EALND,Male,No,Month-to-month,15,19.75,311.6
3166-PNEOF,Female,DSL,Two year,61,86.45,5175.3
0428-IKYCP,Male,Fiber optic,Month-to-month,22,87.0,1850.65
0564-JJHGS,Male,Fiber optic,Month-to-month,9,95.5,829.1
7817-OMJNA,Male,No,One year,14,20.4,275.7
8402-OOOHJ,Female,No,Two year,41,20.65,835.15
5575-GNVDE,Male,DSL,One year,34,56.95,1889.5
8739-QOTTN,Female,No,Month-to-month,2,20.35,41.85
8873-TMKGR,Male,No,One year,29,19.1,529.5
5240-IJOQT,Male,Fiber optic,Month-to-month,1,74.7,74.7
2234-EOFPT,Male,DSL,Two year,72,79.35,5753.25
4981-FLTMF,Female,DSL,Month-to-month,57,65.2,3687.85
4822-RVYBB,Male,Fiber optic,Month-to-month,8,100.6,819.4
8608-OZTLB,Male,DSL,One year,38,74.05,2802.3
4625-EWPTF,Male,DSL,Month-to-month,8,30.45,226.45
7746-QYVCO,Male,DSL,One year,16,55.85,857.8
2908-WGAXL,Female,No,Two year,56,24.95,1468.9
1391-UBDAR,Male,Fiber optic,Month-to-month,11,72.9,818.45
5136-GFPMB,Male,Fiber optic,Month-to-month,54,89.4,4869.5
2725-TTRIQ,Female,DSL,Two year,72,84.2,5986.55
8590-YFFQO,Male,DSL,Two year,70,64.95,4523.25
0325-XBFAC,Male,Fiber optic,Month-to-month,8,94.7,740.3
2595-KIWPV,Male,No,Two year,27,19.7,509.3
5060-TQUQN,Male,Fiber optic,Month-to-month,30,83.55,2570.2
4189-NAKJS,Male,DSL,One year,26,51.55,1295.4
1230-QAJDW,Male,DSL,Month-to-month,3,65.25,209.9
3812-LRZIR,Female,No,Two year,27,24.5,761.95
2252-ISRNH,Male,Fiber optic,One year,9,90.35,767.9
0979-MOZQI,Male,DSL,Two year,62,39.0,2337.45
3694-DELSO,Male,DSL,Month-to-month,4,38.55,156.1
9108-EJFJP,Female,DSL,Month-to-month,1,53.55,53.55
5788-YPOEG,Female,DSL,Two year,34,84.75,2839.45
7952-OBOYL,Male,Fiber optic,Month-to-month,3,89.85,244.45
6100-FJZDG,Male,No,One year,26,20.05,505.9
6195-MELTI,Male,DSL,One year,57,54.65,3134.7
1707-HABPF,Female,Fiber optic,One year,46,91.3,4126.35
5380-WJKOV,Male,Fiber optic,Month-to-month,34,106.35,3549.25
6543-XRMYR,Female,Fiber optic,Month-to-month,30,99.7,2967.35
2789-CZANW,Female,Fiber optic,Two year,64,110.3,6997.3
6418-PIQSP,Female,DSL,Two year,62,81.0,4985.9
0655-RBDUG,Male,Fiber optic,Month-to-month,7,98.05,713.0
3795-CAWEX,Male,Fiber optic,Two year,70,116.55,8152.3
4537-DKTAL,Female,DSL,Month-to-month,2,45.55,84.4
6203-HBZPA,Male,DSL,Two year,52,63.9,3334.95
7593-XFKDI,Male,DSL,Month-to-month,1,46.3,46.3
5493-SDRDQ,Male,DSL,Month-to-month,2,55.1,113.35
3638-VBZTA,Male,DSL,Two year,68,86.5,5882.75
1555-HAPSU,Female,No,Two year,71,23.9,1663.5
8750-QWZAJ,Female,No,Two year,70,19.8,1378.75
3639-XJHKQ,Female,DSL,Month-to-month,19,60.6,1297.8
1371-WEPDS,Male,DSL,One year,40,55.8,2283.3
6963-EZQEE,Male,DSL,Two year,70,88.55,6306.5
3266-FTKHB,Male,No,Two year,17,19.15,343.45
9619-GSATL,Female,DSL,One year,43,55.45,2444.25
6656-JWRQX,Female,DSL,Month-to-month,1,30.55,30.55
2804-ETQDK,Male,No,Two year,66,20.55,1357.1
4115-UMJFQ,Male,DSL,One year,69,35.75,2492.25
5117-IFGPS,Male,Fiber optic,Month-to-month,29,84.3,2357.75
2398-YPMUR,Female,Fiber optic,Month-to-month,13,70.15,916.75
4931-TRZWN,Female,DSL,Month-to-month,13,71.95,923.85
0123-CRBRT,Female,DSL,Two year,61,88.1,5526.75
4277-UDIEF,Male,DSL,Month-to-month,24,81.0,1923.85
8276-MQBYC,Male,Fiber optic,Month-to-month,51,97.8,4913.3
3255-GRXMG,Male,DSL,Month-to-month,18,45.65,747.2
6377-KSLXC,Male,No,Month-to-month,5,19.95,107.05
7940-UQQUG,Female,Fiber optic,One year,64,104.4,6721.6
7394-FKDNK,Female,Fiber optic,Month-to-month,9,89.45,853.1
5687-DKDTV,Female,No,Month-to-month,4,20.35,77.5
5448-VWNAM,Female,DSL,Month-to-month,19,75.9,1375.6
0601-WZHJF,Male,DSL,Month-to-month,14,46.35,667.7
6072-NUQCB,Male,No,One year,22,20.25,488.25
8625-AZYZY,Male,Fiber optic,Month-to-month,24,104.65,2542.45
8650-RHRKE,Male,DSL,Month-to-month,4,29.65,118.5
9091-WTUUY,Male,DSL,Two year,64,69.25,4447.75
8466-PZBLH,Male,Fiber optic,Two year,67,104.6,6885.75
6506-EYCNH,Female,No,Month-to-month,28,19.55,543.8
0898-XCGTF,Male,Fiber optic,One year,61,96.5,5673.7
7569-NMZYQ,Female,Fiber optic,Two year,72,118.75,8672.45
3466-BYAVD,Male,DSL,Month-to-month,15,69.5,1071.4
6688-UZPWD,Female,Fiber optic,Month-to-month,11,102.0,1145.35
5153-RTHKF,Female,Fiber optic,Month-to-month,34,85.35,2896.6
3292-PBZEJ,Male,Fiber optic,Month-to-month,11,111.4,1183.05
9544-PYPSJ,Female,Fiber optic,Month-to-month,62,96.1,6019.35
2996-XAUVF,Male,DSL,Two year,70,40.05,2799.75
1092-GANHU,Male,Fiber optic,Month-to-month,17,76.65,1313.55
9167-APMXZ,Female,Fiber optic,Month-to-month,22,84.15,1821.95
1113-IUJYX,Female,Fiber optic,One year,14,105.95,1348.9
9350-VLHMB,Male,Fiber optic,Month-to-month,67,89.55,6373.1
0486-LGCCH,Male,No,Two year,11,19.65,225.75
3275-RHRNE,Male,DSL,One year,28,60.0,1682.05
7228-PAQPD,Female,DSL,One year,14,59.1,772.85
8614-VGMMV,Female,DSL,Month-to-month,15,49.1,679.55
9170-GYZJC,Female,DSL,Month-to-month,41,79.9,3326.2
5515-IDEJJ,Male,No,Month-to-month,1,19.9,19.9
9814-AOUDH,Male,No,Two year,53,19.5,1050.5
8845-LWKGE,Female,DSL,One year,30,64.5,1985.15
4489-SNOJF,Female,DSL,Month-to-month,35,72.25,2568.55
5394-MEITZ,Female,DSL,Two year,60,80.6,4946.7
2823-LKABH,Female,Fiber optic,Month-to-month,18,95.05,1679.4
0980-PVMRC,Female,DSL,Month-to-month,40,50.85,2036.55
8111-RKSPX,Male,Fiber optic,Month-to-month,4,72.2,305.55
9339-FIIJL,Male,DSL,Two year,72,85.95,6151.9
7124-UGSUR,Female,Fiber optic,One year,61,104.4,6405.0
0214-JHPFW,Female,DSL,Two year,70,57.8,4039.3
0691-NIKRI,Female,Fiber optic,One year,40,105.95,4335.2
4237-RLAQD,Male,DSL,Month-to-month,1,45.85,45.85
3506-OVLKD,Male,No,One year,35,26.2,954.9
6258-PVZWJ,Male,DSL,Two year,68,90.8,6302.85
9818-XQCUV,Female,No,Month-to-month,2,20.35,45.3
0307-BCOPK,Female,No,One year,16,19.05,326.65
8468-FZTOE,Female,DSL,Two year,72,74.35,5237.4
4430-YHXGG,Female,No,Month-to-month,4,25.45,84.2
6987-XQSJT,Female,Fiber optic,Month-to-month,54,79.5,4370.25
1862-SKORY,Female,DSL,Month-to-month,40,39.3,1637.4
0596-BQCEQ,Female,Fiber optic,Month-to-month,62,100.15,6283.3
4616-EWBNJ,Female,No,One year,16,20.1,318.6
4495-LHSSK,Female,DSL,Month-to-month,18,57.65,992.7
9351-HXDMR,Male,Fiber optic,Two year,72,110.9,8240.85
7979-CORPM,Male,Fiber optic,Month-to-month,24,90.55,2282.55
0195-IESCP,Male,Fiber optic,Month-to-month,10,85.25,855.3
8937-RDTHP,Male,Fiber optic,Month-to-month,1,84.6,84.6
5799-JRCZO,Female,No,Two year,63,19.5,1215.1
4002-BQWPQ,Male,DSL,Month-to-month,25,81.75,2028.8
3714-XPXBW,Female,DSL,Month-to-month,37,78.9,2976.95
9624-EGDEQ,Female,No,Two year,37,19.8,813.3
4026-SKKHW,Male,DSL,Month-to-month,3,50.25,152.3
7445-WMRBW,Female,DSL,One year,48,73.85,3581.4
1422-DGUBX,Male,Fiber optic,One year,32,79.25,2619.15
3374-TTZTK,Male,Fiber optic,Two year,52,106.3,5487.0
2229-DPMBI,Female,No,Two year,8,19.5,162.15
2303-PJYHN,Female,No,Month-to-month,2,19.85,52.0
2207-QPJED,Female,Fiber optic,Month-to-month,37,90.0,3371.75
3372-KWFBM,Male,Fiber optic,Month-to-month,16,86.6,1281.0
6825-UYPFK,Female,Fiber optic,Month-to-month,23,75.6,1758.6
4075-WKNIU,Female,DSL,Two year,0,73.35,
6728-DKUCO,Female,Fiber optic,One year,72,104.15,7303.05
5006-MXVRN,Female,No,Two year,39,20.7,762.45
2778-OCLGR,Male,DSL,Month-to-month,24,39.1,971.3
2657-ALMWY,Female,Fiber optic,Month-to-month,26,84.95,2169.75
1260-TTRXI,Male,DSL,Month-to-month,4,54.3,195.3
3453-RTHJQ,Male,Fiber optic,Month-to-month,6,69.1,435.0
5533-NHFRF,Male,DSL,Month-to-month,7,44.4,265.8
7982-VCELR,Female,Fiber optic,Month-to-month,36,94.8,3565.65
5076-YVXCM,Male,Fiber optic,Month-to-month,51,83.4,4149.45
8963-MQVYN,Female,No,Month-to-month,22,20.55,469.85
5294-CDGWY,Male,DSL,One year,51,59.3,3014.65
5233-GEEAX,Male,DSL,Month-to-month,8,29.4,221.9
0392-BZIUW,Female,Fiber optic,Two year,72,105.0,7589.8
9769-TSBZE,Female,DSL,Two year,70,66.0,4891.5
8232-CTLKO,Female,DSL,Two year,66,59.75,3996.8
5202-IVJNU,Female,DSL,Month-to-month,39,30.1,1131.3
6518-PPLMZ,Male,No,Two year,53,19.4,1110.35
4727-MCYZG,Male,DSL,Month-to-month,1,55.55,55.55
6432-TWQLB,Male,Fiber optic,Month-to-month,5,85.4,401.1
1447-GIQMR,Male,Fiber optic,Month-to-month,1,69.15,69.15
1237-WIYYZ,Female,No,Month-to-month,18,19.55,389.25
4530-NDRKU,Female,No,One year,42,19.05,761.85
1320-REHCS,Male,Fiber optic,Month-to-month,52,110.75,5832.0
4109-CYRBD,Male,DSL,Month-to-month,29,51.6,1442.0
4732-RRJZC,Male,No,Month-to-month,7,20.25,144.35
4184-TJFAN,Female,Fiber optic,Month-to-month,3,88.3,273.75
9367-OIUXP,Male,No,Month-to-month,4,20.7,73.05
6180-YBIQI,Male,DSL,Month-to-month,5,24.3,100.2
6221-AVQYL,Male,Fiber optic,Month-to-month,2,73.25,131.05
