customerID,gender,InternetService,Contract,tenure,MonthlyCharges,TotalCharges
4836-WNFNO,Female,No,Two year,72,25.0,1849.2
9225-BZLNZ,Male,DSL,Two year,72,85.25,6083.1
0354-VXMJC,Male,No,Two year,23,19.6,426.65
4422-QVIJA,Female,DSL,Month-to-month,35,50.15,1655.35
9365-SRSZE,Male,Fiber optic,Month-to-month,27,70.55,1943.9
6839-ITVZJ,Female,DSL,Month-to-month,26,60.05,1616.15
8332-OSJDW,Male,No,One year,12,26.4,314.95
4735-BJKOU,Female,No,Two year,40,20.15,804.85
0274-JKUJR,Male,DSL,Month-to-month,7,58.85,465.7
5740-YHGTW,Male,Fiber optic,Month-to-month,70,97.55,6669.05
8917-SZTTJ,Male,No,Two year,60,19.65,1161.75
1696-MZVAU,Male,DSL,One year,39,25.25,947.75
7359-WWYJV,Male,Fiber optic,Two year,72,114.45,8375.05
0375-HVGXO,Female,DSL,Month-to-month,1,34.7,34.7
4906-ZHGPK,Male,DSL,One year,54,70.7,3770.0
8593-WHYHV,Male,Fiber optic,Month-to-month,3,85.3,264.8
3795-GWTRD,Female,DSL,Two year,63,75.55,4707.85
1298-PHBTI,Male,Fiber optic,Two year,71,84.8,6152.4
6223-DHJGV,Female,No,One year,42,20.65,958.1
6961-MJKBO,Male,No,Two year,47,20.45,943.0
6097-EQISJ,Female,Fiber optic,One year,66,102.45,6615.15
4423-YLHDV,Female,Fiber optic,Month-to-month,21,104.4,2200.25
8158-WPEZG,Male,DSL,Month-to-month,11,35.65,425.1
0107-YHINA,Male,Fiber optic,Month-to-month,1,99.75,99.75
4918-FYJNT,Female,Fiber optic,Month-to-month,55,90.45,5044.8
0727-BNRLG,Male,Fiber optic,Two year,69,97.65,6743.55
4854-CIDCF,Female,Fiber optic,Month-to-month,3,73.85,196.4
8640-SDGKB,Male,DSL,Month-to-month,4,74.4,299.7
3280-MRDOF,Male,DSL,Two year,30,69.1,2093.9
6435-SRWBJ,Female,Fiber optic,Month-to-month,5,82.75,417.75
9964-WBQDJ,Female,No,Two year,71,24.4,1725.4
6303-KFWSL,Female,DSL,One year,29,55.25,1620.2
1702-CCFNJ,Male,DSL,Month-to-month,52,61.35,3169.55
8932-CZHRQ,Male,DSL,One year,68,76.75,5233.25
0386-CWRGM,Female,No,Two year,46,19.4,967.85
5515-RUGKN,Male,DSL,Month-to-month,8,54.75,438.05
0404-AHASP,Male,No,Two year,72,19.7,1421.9
7279-NMVJC,Female,No,One year,17,19.9,323.15
2081-VEYEH,Male,Fiber optic,Month-to-month,3,107.95,318.6
6407-UTSLV,Female,Fiber optic,Month-to-month,2,83.8,163.7
4116-TZAQJ,Female,Fiber optic,Month-to-month,9,74.25,639.65
9060-HJJRW,Female,DSL,One year,51,56.4,2928.5
2587-YNLES,Female,No,Two year,6,20.1,100.35
7398-SKNQZ,Female,Fiber optic,Month-to-month,3,94.9,273.2
5935-FCCNB,Female,Fiber optic,Month-to-month,17,94.2,1608.15
1958-RNRKS,Male,DSL,Month-to-month,30,49.9,1441.95
5136-RGMZO,Male,DSL,Month-to-month,31,71.05,2168.15
8345-MVDYC,Female,DSL,Two year,45,81.65,3618.7
8226-BXGES,Male,Fiber optic,One year,64,89.45,5692.65
3877-JRJIP,Male,DSL,Month-to-month,1,59.85,59.85
8375-DKEBR,Female,Fiber optic,Month-to-month,1,69.6,69.6
9705-IOVQQ,Male,Fiber optic,One year,61,99.0,5969.3
1015-OWJKI,Male,No,Month-to-month,1,19.05,19.05
7511-YMXVQ,Male,DSL,Month-to-month,9,45.4,418.8
2040-XBAVJ,Male,Fiber optic,Two year,72,114.45,8100.55
7551-JOHTI,Female,No,Month-to-month,1,19.5,19.5
8887-IPQNC,Female,DSL,Month-to-month,7,44.25,313.45
8646-JCOMS,Female,Fiber optic,One year,66,90.55,6130.95
9804-ICWBG,Male,Fiber optic,Month-to-month,1,69.9,69.9
1222-KJNZD,Male,No,Month-to-month,40,20.4,745.3
0106-GHRQR,Male,DSL,Month-to-month,16,71.4,1212.1
5318-IXUZF,Female,Fiber optic,Month-to-month,2,87.15,183.75
3768-VHXQO,Male,No,Two year,67,24.85,1583.5
8952-WCVCD,Female,Fiber optic,One year,41,104.45,4162.05
2418-TPEUN,Female,No,Two year,56,19.8,1119.9
3963-RYFNS,Female,Fiber optic,Two year,72,116.45,8013.55
3198-VELRD,Female,Fiber optic,Month-to-month,3,84.75,264.85
8540-ZQGEA,Female,No,Two year,54,20.05,1102.4
1320-REHCS,Male,Fiber optic,Month-to-month,52,110.75,5832.0
4137-JOPHL,Female,Fiber optic,Two year,50,89.7,4304.5
9436-ZBZCT,Male,Fiber optic,Month-to-month,14,89.95,1178.4
7801-CEDNV,Male,DSL,One year,27,48.7,1421.75
2057-BOYKM,Female,Fiber optic,Two year,72,96.6,6827.5
3658-QQJYD,Male,DSL,One year,62,74.3,4698.05
1803-BGNBD,Female,DSL,Month-to-month,12,54.3,654.5
0134-XWXCE,Female,DSL,One year,44,74.85,3268.05
6950-TWMYB,Male,Fiber optic,Two year,54,79.95,4362.05
5848-FHRFC,Female,No,Two year,68,20.05,1386.9
2243-FNMMI,Male,No,Month-to-month,20,19.4,415.4
2511-MORQY,Male,DSL,One year,50,54.9,2614.1
5356-KZCKT,Male,No,Two year,58,24.45,1513.6
9470-XCCEM,Male,Fiber optic,Month-to-month,35,89.65,3161.6
6519-CFDBX,Female,DSL,Month-to-month,2,45.4,80.95
3902-MIVLE,Male,DSL,Two year,63,75.7,4676.7
0409-WTMPL,Female,Fiber optic,One year,58,110.65,6526.65
8763-KIAFH,Female,No,One year,27,20.55,583.3
3669-WHAFY,Female,Fiber optic,Two year,71,115.15,8078.1
3055-VTCGS,Female,DSL,One year,63,58.55,3503.5
3144-KMTWZ,Male,Fiber optic,Month-to-month,71,93.25,6669.45
7279-BUYWN,Female,Fiber optic,Month-to-month,41,113.2,4689.5
7156-MHUGY,Male,Fiber optic,Month-to-month,13,90.5,1201.15
7198-GLXTC,Male,Fiber optic,Month-to-month,2,79.0,143.65
2007-QVGAW,Female,No,Two year,68,19.35,1292.65
5207-PLSTK,Male,DSL,Month-to-month,1,48.75,48.75
2307-FYNNL,Male,Fiber optic,Two year,65,109.05,7108.2
5605-XNWEN,Male,No,Two year,72,25.0,1802.55
2155-AMQRX,Female,DSL,Month-to-month,28,54.9,1505.15
6181-AXXYF,Male,No,Two year,72,24.75,1859.1
5091-HFAZW,Female,Fiber optic,Month-to-month,2,91.15,168.5
0516-VRYBW,Female,No,One year,18,20.15,390.85
2519-LBNQL,Male,Fiber optic,One year,60,104.35,6339.45
8623-ULFNQ,Female,DSL,Month-to-month,26,66.05,1652.4
8380-PEFPE,Male,Fiber optic,Month-to-month,1,71.65,71.65
5687-DKDTV,Female,No,Month-to-month,4,20.35,77.5
1568-LJSZU,Male,DSL,Two year,68,92.2,6392.85
7530-HDYDS,Female,Fiber optic,Month-to-month,38,84.25,3264.5
7789-HKSBS,Female,Fiber optic,One year,42,105.2,4599.15
7416-CKTEP,Female,No,Two year,57,19.6,1134.25
2586-CWXVV,Male,DSL,Month-to-month,54,30.4,1621.35
3096-IZETN,Female,Fiber optic,Month-to-month,12,78.1,947.3
2348-KCJLT,Female,DSL,One year,44,61.5,2722.2
8401-EMUWF,Male,DSL,Month-to-month,42,69.4,3058.3
4193-IBKSW,Male,No,Two year,72,24.75,1769.6
5377-NDTOU,Female,DSL,Two year,71,91.05,6293.75
5922-ABDVO,Female,Fiber optic,Month-to-month,19,89.65,1761.05
2474-LCNUE,Female,DSL,Month-to-month,23,73.65,1642.75
0839-QNXME,Female,No,Two year,30,19.4,578.5
3506-OVLKD,Male,No,One year,35,26.2,954.9
9172-ANCRX,Female,Fiber optic,Month-to-month,10,98.7,973.25
6650-VJONK,Male,DSL,Month-to-month,1,43.85,43.85
2178-PMGCJ,Male,Fiber optic,Month-to-month,22,69.7,1490.4
7492-TAFJD,Male,DSL,Two year,7,38.55,280.0
2773-MADBQ,Female,DSL,Two year,36,53.1,1901.25
6016-LVTJQ,Female,No,Month-to-month,34,20.65,716.4
7860-KSUGX,Male,DSL,Two year,72,64.45,4720.0
8966-KZXXA,Male,No,Two year,36,25.1,930.95
6910-HADCM,Female,Fiber optic,Month-to-month,1,76.35,76.35
4816-LXZYW,Female,Fiber optic,Month-to-month,23,79.15,1676.95
9606-PBKBQ,Male,Fiber optic,Month-to-month,32,85.0,2642.05
5149-QYTTU,Female,Fiber optic,One year,71,95.15,6770.85
2070-XYMFH,Female,Fiber optic,Month-to-month,23,79.35,1835.3
2085-BOJKI,Male,Fiber optic,One year,17,96.65,1588.25
0817-HSUSE,Male,DSL,Month-to-month,1,75.5,75.5
5442-PPTJY,Male,No,Two year,12,19.7,258.35
1927-QEWMY,Female,No,Two year,72,20.5,1502.25
1663-MHLHE,Male,No,Month-to-month,1,19.2,19.2
5663-QBGIS,Male,Fiber optic,Two year,72,98.35,6929.4
4450-MDZFX,Male,Fiber optic,Month-to-month,60,74.35,4453.3
6701-DHKWQ,Female,DSL,Two year,61,51.35,3244.4
7554-AKDQF,Female,DSL,Month-to-month,6,45.65,323.45
3536-IQCTX,Male,Fiber optic,Month-to-month,32,85.3,2661.1
4911-BANWH,Female,Fiber optic,Month-to-month,31,86.55,2697.4
8496-EJAUI,Male,Fiber optic,Month-to-month,19,73.85,1424.5
0794-YVSGE,Male,No,Two year,72,20.3,1401.15
5423-BHIXO,Female,DSL,Month-to-month,32,54.2,1739.6
6908-VVYHM,Male,Fiber optic,Month-to-month,65,90.65,5931.0
2959-EEXWB,Female,DSL,Month-to-month,45,50.9,2333.85
1839-UMACK,Male,No,One year,42,25.05,949.85
3030-YDNRM,Male,Fiber optic,Month-to-month,8,74.85,572.45
7321-KKSDU,Male,No,Two year,32,20.5,696.8
3402-XRIUO,Female,DSL,Month-to-month,22,63.55,1381.8
3132-TVFDZ,Male,DSL,Month-to-month,57,44.85,2572.95
8286-AFUYI,Male,DSL,Month-to-month,1,47.95,47.95
8080-DDEMJ,Male,DSL,Month-to-month,1,45.1,45.1
8356-WUAOJ,Female,DSL,Month-to-month,1,45.0,45.0
6365-MTGZX,Male,Fiber optic,Month-to-month,24,96.0,2122.45
1349-WXNGG,Male,No,Month-to-month,1,20.05,20.05
8058-DMYRU,Male,Fiber optic,Month-to-month,54,90.05,4931.8
9350-ZXYJC,Female,No,Two year,4,25.3,116.95
6990-YNRIO,Male,Fiber optic,Two year,65,108.65,6937.95
8958-JPTRR,Female,No,One year,56,24.3,1261.7
6959-GQEGV,Male,DSL,Month-to-month,45,75.95,3273.8
3173-WSSUE,Female,No,Two year,71,19.7,1415.85
1265-HVPZB,Male,DSL,One year,59,66.4,3958.2
4115-UMJFQ,Male,DSL,One year,69,35.75,2492.25
7369-TRPFD,Male,No,One year,19,18.8,279.2
1098-KFQEC,Female,No,Two year,55,19.4,1083.0
7190-XHTWJ,Female,No,One year,38,19.3,755.5
0621-TWIEM,Male,DSL,Month-to-month,10,45.55,402.6
3537-RYBHH,Female,DSL,Month-to-month,47,67.45,3252.0
2485-ITVKB,Female,DSL,Month-to-month,2,35.1,68.75
3669-OYSJI,Male,DSL,Month-to-month,1,46.2,46.2
1612-EOHDH,Female,DSL,Month-to-month,1,45.15,45.15
6702-OHFWR,Male,DSL,Month-to-month,1,43.3,43.3
5296-BFCYD,Male,No,Two year,46,20.1,936.85
4510-PYUSH,Female,DSL,Month-to-month,38,57.15,2250.65
9359-JANWS,Female,DSL,Two year,65,58.9,3857.1
7517-SAWMO,Female,Fiber optic,Month-to-month,19,73.2,1441.1
4143-HHPMK,Male,Fiber optic,Month-to-month,52,85.35,4338.6
3279-DYZQM,Male,No,Two year,71,19.45,1378.45
7054-LGEQW,Female,DSL,Month-to-month,1,45.95,45.95
0523-VNGTF,Female,DSL,Month-to-month,52,50.5,2566.3
9575-IWCAZ,Male,No,One year,6,25.1,171.0
7105-MXJLL,Female,DSL,One year,26,60.7,1597.4
7064-FRRSW,Male,Fiber optic,One year,48,99.0,4744.35
7940-UQQUG,Female,Fiber optic,One year,64,104.4,6721.6
0923-PNFUB,Female,Fiber optic,Month-to-month,3,83.75,247.25
3961-SXAXY,Male,DSL,Month-to-month,1,44.05,44.05
7010-BRBUU,Male,No,Two year,72,24.1,1734.65
3566-HJGPK,Male,DSL,Month-to-month,1,45.55,45.55
3062-ICYZQ,Female,Fiber optic,Month-to-month,51,93.8,4539.35
9938-PRCVK,Female,No,Two year,41,19.7,804.25
0973-KYVNF,Female,DSL,Two year,72,70.65,5011.15
5129-HHMZC,Female,DSL,Two year,43,86.45,3574.5
9637-CDTKZ,Male,Fiber optic,Two year,72,114.1,8086.4
3946-JEWRQ,Male,Fiber optic,One year,47,95.2,4563.0
7873-CVMAW,Male,DSL,Two year,72,88.55,6362.35
0463-WZZKO,Male,No,Month-to-month,3,20.75,67.1
3494-JCHRQ,Male,Fiber optic,Month-to-month,1,70.05,70.05
6474-FVJLC,Male,Fiber optic,Month-to-month,2,86.0,165.45
4524-QCSSM,Male,DSL,Month-to-month,26,44.65,1156.55
5832-EXGTT,Male,DSL,Month-to-month,29,60.2,1834.15
8840-DQLGN,Female,Fiber optic,Month-to-month,35,100.5,3653.35
2039-JONDJ,Male,DSL,One year,27,55.45,1477.65
7217-JYHOQ,Male,DSL,Month-to-month,24,70.3,1706.45
6695-FRVEC,Male,DSL,Two year,67,60.4,3953.7
4547-LYTDD,Female,Fiber optic,Month-to-month,16,72.65,1194.3
9894-QMIMJ,Female,DSL,One year,23,55.8,1327.85
8069-YQQAJ,Male,DSL,Month-to-month,14,31.1,419.7
6770-XUAGN,Female,No,Month-to-month,1,21.0,21.0
4193-ORFCL,Female,DSL,Month-to-month,1,45.1,45.1
1636-NTNCO,Male,DSL,Month-to-month,4,50.95,207.35
3466-WAESX,Male,DSL,Month-to-month,16,69.1,1083.7
9281-PKKZE,Female,DSL,Month-to-month,46,43.95,2007.85
3638-VBZTA,Male,DSL,Two year,68,86.5,5882.75
7459-IMVYU,Male,DSL,Month-to-month,38,69.95,2657.55
7776-QWNFX,Male,DSL,Month-to-month,30,50.4,1527.5
6689-TCZHQ,Female,Fiber optic,Month-to-month,5,78.95,378.4
8563-OYMQY,Male,Fiber optic,Month-to-month,17,90.95,1612.2
0754-EEBDC,Male,No,Two year,4,19.9,76.65
5777-ZPQNC,Female,No,One year,12,20.15,260.7
1951-IEYXM,Male,DSL,Two year,72,90.6,6441.85
3318-NMQXL,Male,Fiber optic,Month-to-month,3,92.0,266.8
3143-ILDAL,Male,Fiber optic,Month-to-month,56,94.45,5124.6
1022-RKXDR,Female,No,One year,41,24.85,962.25
2361-FJWNO,Male,DSL,One year,40,36.0,1382.9
2272-UOINI,Female,DSL,Month-to-month,7,78.5,571.05
8232-UTFOZ,Male,No,Two year,69,19.95,1399.35
3750-YHRYO,Male,No,One year,7,20.65,150.0
6637-KYRCV,Female,DSL,Month-to-month,5,30.5,167.2
5668-MEISB,Female,Fiber optic,Two year,72,106.1,7657.4
0129-QMPDR,Male,No,One year,44,20.5,865.05
7188-CBBBA,Female,Fiber optic,One year,65,95.5,6153.85
5356-CSVSQ,Female,DSL,Month-to-month,3,64.6,174.2
3221-CJMSG,Male,DSL,Month-to-month,24,51.1,1269.6
4720-VSTSI,Female,Fiber optic,Month-to-month,44,84.8,3862.55
3219-JQRSL,Female,DSL,Two year,72,89.1,6352.4
2801-NISEI,Male,DSL,Month-to-month,24,54.95,1348.5
3946-MHCZW,Male,DSL,Month-to-month,1,50.9,50.9
4623-ZKHLY,Male,No,Month-to-month,22,20.45,471.55
6732-VAILE,Male,DSL,Two year,70,85.95,5931.75
8201-AAXCB,Male,DSL,Month-to-month,25,60.35,1404.65
7696-CFTAT,Male,No,Two year,37,19.8,726.1
1845-CSBRZ,Female,Fiber optic,Month-to-month,22,85.35,1961.6
2123-VSCOT,Female,DSL,Two year,59,72.1,4194.85
6651-AZVTJ,Male,Fiber optic,Month-to-month,49,99.8,4872.45
4566-GOLUK,Male,Fiber optic,Month-to-month,47,107.35,5118.95
2484-DGXPZ,Female,No,Month-to-month,31,19.55,658.95
2018-QKYGT,Male,Fiber optic,Month-to-month,1,81.05,81.05
2792-VPPET,Male,No,Month-to-month,3,20.5,76.95
7409-JURKQ,Female,Fiber optic,One year,53,111.8,5809.75
3247-MHJKM,Male,No,Month-to-month,1,20.2,20.2
1964-SVLEA,Male,No,One year,20,19.7,415.9
4587-NUKOX,Female,Fiber optic,Month-to-month,3,79.1,246.5
7297-DVYGA,Female,No,One year,51,19.85,996.95
2239-CGBUZ,Female,DSL,One year,51,60.5,3145.15
0854-UYHZD,Female,No,Two year,13,19.55,265.3
7243-LCGGZ,Female,No,Month-to-month,1,20.9,20.9
8267-KFGYD,Male,No,Month-to-month,1,21.05,21.05
4890-VMUAV,Male,DSL,One year,63,71.5,4576.3
9261-WDCAF,Male,DSL,Month-to-month,3,54.65,189.1
3764-MNMOI,Male,No,Two year,46,19.2,908.15
7442-YGZFK,Male,DSL,Month-to-month,1,49.8,49.8
0420-BWTPW,Male,DSL,Month-to-month,8,25.5,215.2
8229-BUJHX,Female,No,Two year,71,20.5,1500.95
7449-HVPIV,Male,Fiber optic,Month-to-month,55,90.4,5099.15
5504-WSIUR,Female,Fiber optic,One year,70,90.25,6385.95
8183-ONMXC,Female,Fiber optic,Month-to-month,2,80.75,159.45
8466-PZBLH,Male,Fiber optic,Two year,67,104.6,6885.75
9614-RMGHA,Male,Fiber optic,Month-to-month,65,91.85,5940.85
8735-IJJEG,Male,DSL,Month-to-month,14,50.2,668.85
0564-MUUQK,Female,Fiber optic,Month-to-month,20,95.5,1916.2
5054-IEXZT,Male,Fiber optic,Month-to-month,1,75.35,75.35
5834-ASPWA,Male,Fiber optic,Month-to-month,1,75.45,75.45
0701-RFGFI,Female,Fiber optic,Month-to-month,49,95.4,4613.95
0019-EFAEP,Female,Fiber optic,Two year,72,101.3,7261.25
5619-PTMIK,Female,DSL,Month-to-month,46,53.1,2459.8
3737-XBQDD,Male,Fiber optic,Month-to-month,24,84.85,2048.8
5882-CMAZQ,Female,DSL,Month-to-month,5,34.25,163.55
5846-QFDFI,Female,Fiber optic,Month-to-month,33,88.6,2888.7
4445-KWOKW,Female,DSL,One year,42,60.15,2421.6
3511-APPBJ,Male,Fiber optic,One year,23,99.95,2292.75
7967-HYCDE,Male,Fiber optic,Month-to-month,8,70.7,553.4
2430-RRYUW,Male,DSL,One year,66,54.8,3465.7
3948-XHGNA,Male,DSL,Month-to-month,24,49.55,1210.4
3723-BFBGR,Male,DSL,Month-to-month,24,54.8,1291.3
0565-IYCGT,Male,DSL,One year,69,78.6,5356.45
5447-WZAFP,Female,Fiber optic,One year,53,100.3,5200.8
5110-CHOPY,Female,DSL,Two year,60,53.6,3237.05
5445-UTODQ,Female,Fiber optic,Month-to-month,7,81.1,576.65
4425-OWHWB,Female,No,One year,20,19.35,433.75
7892-QVYKW,Female,Fiber optic,Month-to-month,23,85.6,1868.4
9675-ICXCT,Male,DSL,Two year,72,80.8,5728.55
1024-VRZHF,Male,Fiber optic,Month-to-month,11,74.95,825.7
4703-MQYKT,Male,No,Two year,21,19.6,390.4
9497-QCMMS,Male,Fiber optic,Month-to-month,1,93.55,93.55
5692-ICXLW,Male,Fiber optic,Month-to-month,31,90.7,2845.15
0602-DDUML,Female,DSL,Two year,57,69.75,3894.4
2208-MPXIO,Female,No,Two year,45,20.0,886.4
1960-UYCNN,Male,Fiber optic,Month-to-month,10,95.25,1021.55
0348-SDKOL,Female,Fiber optic,Month-to-month,58,102.1,5885.4
3190-FZATL,Male,No,Month-to-month,14,19.95,268.4
7336-RLLRH,Male,DSL,One year,27,80.85,2204.35
4373-MAVJG,Female,Fiber optic,Month-to-month,14,90.9,1259.0
8901-HJXTF,Female,DSL,Month-to-month,12,29.2,309.1
7710-JSYOA,Female,Fiber optic,Two year,69,93.3,6398.05
5419-KLXBN,Female,Fiber optic,Month-to-month,25,89.15,2257.75
3424-NMNBO,Male,Fiber optic,One year,58,108.85,6287.25
9885-MFVSU,Female,DSL,Two year,35,46.35,1662.05
4514-GFCFI,Female,Fiber optic,Month-to-month,16,84.75,1350.15
0607-MVMGC,Male,DSL,One year,45,78.75,3600.65
3365-SAIGS,Female,Fiber optic,Month-to-month,17,83.55,1329.15
9828-AOQLM,Female,DSL,Month-to-month,1,45.7,45.7
8022-BECSI,Male,No,One year,22,19.6,422.5
8000-REIQB,Female,Fiber optic,Month-to-month,1,69.95,69.95
9993-LHIEB,Male,DSL,Two year,67,67.85,4627.65
0266-CLZKZ,Female,Fiber optic,Two year,67,105.65,6717.9
7615-ESMYF,Female,DSL,Month-to-month,2,44.6,97.1
3858-VOBET,Male,Fiber optic,Month-to-month,23,74.95,1710.45
7020-OZKXZ,Female,Fiber optic,Month-to-month,9,75.5,637.4
3977-QCRSL,Female,No,Month-to-month,5,20.15,117.95
0017-DINOC,Male,DSL,Two year,54,45.2,2460.55
1447-PJGGA,Female,Fiber optic,Two year,57,95.25,5464.65
8565-CLBZW,Male,Fiber optic,Month-to-month,24,89.85,2165.05
9139-WQQDY,Female,Fiber optic,One year,49,100.45,4941.8
0224-HJAPT,Male,DSL,Month-to-month,5,47.15,223.15
8086-OVPWV,Male,Fiber optic,Month-to-month,2,80.2,181.1
9430-FRQOC,Female,Fiber optic,Month-to-month,4,87.1,341.45
7639-OPLNG,Male,DSL,Two year,70,79.25,5731.85
3074-GQWYX,Male,Fiber optic,Month-to-month,5,75.9,357.75
1492-QGCLU,Male,DSL,Month-to-month,53,85.7,4616.1
6845-RGTYS,Female,Fiber optic,Month-to-month,47,98.75,4533.7
7328-OWMOM,Female,No,One year,31,20.1,589.25
4418-LZMSV,Male,DSL,Month-to-month,13,61.8,750.1
5155-AZQPB,Female,DSL,Month-to-month,28,49.9,1410.25
8861-HGGKB,Female,Fiber optic,Month-to-month,10,86.45,830.85
1087-GRUYI,Male,No,Two year,38,20.4,743.5
7065-YUNRY,Female,DSL,Month-to-month,1,45.3,45.3
7694-VLBWQ,Male,Fiber optic,One year,67,104.1,7040.85
2546-KZAAT,Male,DSL,One year,52,75.4,3865.45
0181-RITDD,Male,Fiber optic,Two year,62,108.15,6825.65
5989-PGKJB,Female,Fiber optic,Month-to-month,16,86.25,1340.1
4795-KTRTH,Female,Fiber optic,Month-to-month,5,81.0,371.65
8272-ONJLV,Male,Fiber optic,One year,12,95.7,1184.0
1488-PBLJN,Female,Fiber optic,Two year,72,116.85,8477.7
0308-GIQJT,Male,Fiber optic,One year,71,105.75,7382.85
3778-FOAQW,Female,No,One year,24,20.15,456.85
4452-ROHMO,Female,No,Two year,15,19.6,331.6
6481-OGDOO,Male,Fiber optic,One year,67,90.6,6056.15
3090-LETTY,Male,DSL,Month-to-month,2,60.95,134.6
5349-AZPEW,Female,DSL,Month-to-month,5,25.05,125.5
3753-TSEMP,Female,Fiber optic,Month-to-month,15,88.15,1390.6
8305-VHZBZ,Male,No,Month-to-month,1,20.2,20.2
9720-JJJOR,Male,DSL,One year,41,60.3,2511.3
8100-HZZLJ,Female,DSL,Month-to-month,43,63.95,2737.05
8775-ERLNB,Male,Fiber optic,Month-to-month,1,74.3,74.3
8309-IEYJD,Female,Fiber optic,Month-to-month,1,70.6,70.6
9172-JITSM,Female,Fiber optic,Month-to-month,26,90.8,2361.8
6298-QDFNH,Male,Fiber optic,Month-to-month,22,79.35,1730.35
7398-HPYZQ,Male,DSL,Two year,71,90.55,6404.0
3546-GHEAE,Male,No,Two year,7,19.45,165.35
7361-YPXFS,Female,DSL,Month-to-month,28,64.45,1867.6
6557-BZXLQ,Male,Fiber optic,Month-to-month,16,69.65,1043.3
2550-QHZGP,Male,No,One year,7,19.5,128.6
7519-JTWQH,Female,Fiber optic,Two year,69,110.5,7455.45
2538-OIMXF,Female,DSL,Month-to-month,1,24.7,24.7
8543-MSDMF,Male,DSL,Month-to-month,3,77.4,206.15
9961-JBNMK,Male,Fiber optic,Month-to-month,21,96.8,2030.3
1170-SASML,Female,Fiber optic,Month-to-month,69,85.4,5869.4
4872-JCVCA,Female,DSL,Two year,71,47.6,3377.8
5346-BZCHP,Female,No,Two year,69,19.4,1346.2
2038-LLMLM,Female,Fiber optic,Month-to-month,48,103.85,4946.05
6173-ITPWD,Male,Fiber optic,Month-to-month,47,83.35,4065.0
9734-UYXQI,Female,DSL,Month-to-month,2,49.4,106.55
1216-BGTSP,Male,Fiber optic,Month-to-month,45,108.45,4964.7
4138-NAXED,Male,Fiber optic,Month-to-month,51,81.0,4085.75
2189-UXTKY,Female,DSL,Month-to-month,22,79.2,1742.75
0744-BIKKF,Male,DSL,Two year,72,86.65,6224.8
7483-IQWIB,Male,Fiber optic,Month-to-month,37,92.95,3415.25
5248-KWLAR,Male,DSL,Two year,71,90.35,6325.25
4958-GZWIY,Male,DSL,Month-to-month,7,48.7,340.25
7996-MHXLW,Female,No,Two year,66,25.15,1683.6
7833-PKIHD,Male,DSL,One year,51,76.4,3966.3
7061-OVMIM,Female,No,One year,30,19.55,608.5
5153-RTHKF,Female,Fiber optic,Month-to-month,34,85.35,2896.6
1852-QSWCD,Male,No,Two year,64,24.8,1514.85
4832-VRBMR,Male,Fiber optic,One year,65,103.15,6792.45
9079-LWTFD,Male,Fiber optic,Month-to-month,47,100.75,4669.2
6356-ELRKD,Female,Fiber optic,Month-to-month,1,95.6,95.6
8624-GIOUT,Female,DSL,Month-to-month,49,59.75,2934.3
3392-EHMNK,Female,Fiber optic,Two year,67,94.1,6302.8
5986-WWXDV,Male,No,One year,39,19.35,779.2
3061-BCKYI,Male,No,Month-to-month,14,19.9,283.75
6179-GJPSO,Female,Fiber optic,Month-to-month,43,108.15,4600.7
7901-TBKJX,Male,Fiber optic,Month-to-month,56,101.05,5594.0
7228-PAQPD,Female,DSL,One year,14,59.1,772.85
3177-LASXD,Female,Fiber optic,Month-to-month,1,71.35,71.35
7746-QYVCO,Male,DSL,One year,16,55.85,857.8
5804-HYIEZ,Male,Fiber optic,Month-to-month,70,106.05,7554.05
9919-FZDED,Male,DSL,Two year,72,84.1,5981.65
5934-TSSAU,Female,Fiber optic,Month-to-month,23,75.3,1702.9
3486-KHMLI,Male,No,Month-to-month,21,24.7,467.15
4897-QSUYC,Female,No,Month-to-month,1,20.15,20.15
1084-UQCHV,Male,Fiber optic,Month-to-month,1,69.75,69.75
8290-YWKHZ,Female,Fiber optic,Month-to-month,32,93.2,2931.0
2955-BJZHG,Male,Fiber optic,Month-to-month,17,80.85,1400.85
3806-DXQOM,Female,DSL,Month-to-month,4,33.65,137.85
6784-XYJAE,Female,DSL,One year,36,55.8,1941.5
3933-DQPWX,Female,DSL,Two year,50,39.7,1932.75
6661-EIPZC,Female,DSL,Month-to-month,48,29.5,1423.05
8957-THMOA,Female,No,Two year,50,20.15,970.85
2251-PYLPB,Male,DSL,Two year,72,79.55,5810.9
5555-RNPGT,Male,No,Month-to-month,10,24.8,223.9
1057-FOGLZ,Female,No,Month-to-month,18,19.65,391.7
9300-RENDD,Male,Fiber optic,Month-to-month,1,79.95,79.95
0761-AETCS,Female,No,Month-to-month,1,19.3,19.3
8087-LGYHQ,Male,Fiber optic,Month-to-month,9,94.05,811.65
4137-BTIKL,Male,Fiber optic,Month-to-month,2,90.75,174.75
2190-BCXEC,Female,Fiber optic,Month-to-month,40,78.85,3126.85
6227-FBDXH,Male,Fiber optic,One year,69,99.5,6841.45
2153-MREFK,Female,Fiber optic,One year,37,99.2,3754.6
2911-WDXMV,Male,Fiber optic,Month-to-month,18,80.55,1406.65
7206-PQBBZ,Male,Fiber optic,Month-to-month,11,70.2,834.7
3106-ULWFW,Female,Fiber optic,Month-to-month,8,85.2,627.4
